host,level,response_ms
host-c,INFO,10.815239461529881
host-b,INFO,111.7577744064086
host-a,INFO,23.39723099094766
host-c,WARN,67.3536263718044
host-a,INFO,91.80357222375224
host-b,INFO,0.4786027782210962
host-a,WARN,35.50232844572663
host-c,INFO,34.53599863955555
host-c,WARN,24.518249371445894
host-b,INFO,20.91837425138565
host-a,INFO,8.410771587110725
host-c,INFO,7.501612316002676
host-b,INFO,131.718765779061
host-c,ERROR,3.5625179447516095
host-c,INFO,94.53767025202772
host-a,INFO,31.207448653772374
host-c,INFO,118.0793421664368
host-a,ERROR,1.025591344923988
host-c,INFO,44.133452290335065
host-b,WARN,42.39427674412486
host-c,ERROR,0.6778776300386858
host-a,INFO,24.529256147825613
host-a,INFO,21.020283069466387
host-b,INFO,202.87562763234445
host-c,INFO,83.16002256572514
host-c,INFO,94.19007563775963
host-b,INFO,16.646799596355567
host-c,INFO,63.548086728459744
host-c,INFO,24.126742045723933
host-a,INFO,52.34308222005715
host-c,INFO,16.91742681903537
host-c,INFO,32.41674240336649
host-b,WARN,55.70232082474502
host-b,INFO,10.777183584703684
host-a,INFO,157.3938590440186
host-c,INFO,65.80537114027607
host-c,INFO,64.81236799264134
host-c,INFO,130.56981694394196
host-a,INFO,2.968477083304605
host-a,INFO,95.43674551433283
host-b,INFO,43.911077139458726
host-a,INFO,35.059854173130034
host-c,INFO,23.675068961386682
host-c,ERROR,17.909628972126498
host-a,WARN,0.031009971010353684
host-c,WARN,16.886910060961867
host-c,INFO,108.60284859737868
host-a,INFO,77.31771095206935
host-a,INFO,36.22427255843102
host-c,ERROR,22.25936518169745
host-c,ERROR,122.1660218283898
host-c,INFO,7.292855252872593
host-b,ERROR,46.090188563194296
host-b,INFO,4.792897913028786
host-b,INFO,11.08189495768209
host-a,ERROR,13.167279038402627
host-b,INFO,30.67267881556759
host-a,ERROR,64.17928445429322
host-a,INFO,97.90111688967717
host-b,INFO,28.885264363273855
host-b,WARN,74.71075529367232
host-b,INFO,133.59716697984558
host-c,INFO,29.31665084407872
host-b,INFO,134.66126564646055
host-c,INFO,189.56032688331203
host-a,INFO,59.198477041452755
host-c,WARN,70.83257683789678
host-b,INFO,54.53272496659542
host-a,INFO,37.45002355353657
host-a,INFO,50.24877920642105
host-a,WARN,40.576175604743284
host-c,INFO,51.87839872584333
host-b,INFO,8.441321246681095
host-a,INFO,49.0517344646084
host-a,WARN,44.25624966373431
host-a,INFO,8.529564468170282
host-c,INFO,14.54238456956383
host-c,WARN,43.13878646155395
host-b,INFO,11.231680699877558
host-c,INFO,5.308223750865226
host-a,WARN,64.0733553165237
host-b,INFO,8.19247609872027
host-a,ERROR,99.01280663191118
host-a,WARN,0.5112260048940807
host-c,WARN,13.599913200896854
host-b,INFO,36.516367084074794
host-c,INFO,109.78500972128819
host-c,INFO,12.53564596941796
host-b,INFO,42.65703734147115
host-a,ERROR,65.82358687853323
host-a,INFO,56.106055815503645
host-b,INFO,23.813675481923788
host-a,INFO,52.48586226819361
host-b,ERROR,61.31258896862523
host-b,INFO,94.63955552907535
host-c,INFO,18.225018227451926
host-b,WARN,12.725053177988924
host-c,WARN,54.32555464792649
host-a,WARN,84.47174937555106
host-a,INFO,19.105748708630355
host-a,INFO,0.7403934303293596
host-a,INFO,14.835842157054849
host-c,INFO,7.117274040596769
host-a,INFO,22.629738767991224
host-b,WARN,5.7190794675222705
host-b,INFO,65.94801808019281
host-b,INFO,60.47628504827638
host-c,INFO,30.929544570200505
host-a,INFO,81.95563943487075
host-a,INFO,23.94687013737247
host-a,INFO,21.782406049338295
host-c,INFO,13.733556517148637
host-b,INFO,16.794961000943438
host-b,INFO,37.8857302942539
host-a,INFO,34.62919934250884
host-b,INFO,6.699438575046054
host-b,INFO,59.319783902926545
host-c,INFO,73.78911108153605
host-c,INFO,169.45491017859837
host-c,WARN,58.62871783069924
host-c,WARN,41.78466278630614
host-a,INFO,0.44348426523204604
host-c,ERROR,14.622135629369387
host-b,WARN,10.760844473325797
host-a,INFO,29.234661024464604
host-b,INFO,2.4840445233183353
host-b,INFO,80.55267639558915
host-b,WARN,9.98792303617874
host-c,INFO,42.589943815090024
host-c,INFO,10.40205365821187
host-a,WARN,67.98329678770246
host-a,INFO,191.2935793308509
host-c,WARN,89.53428400806635
host-b,INFO,34.83949058691949
host-a,INFO,106.77346459898673
host-c,WARN,2.73340527381769
host-c,INFO,37.76869288554247
host-c,INFO,43.373513635672836
host-b,INFO,13.547656674893258
host-c,INFO,121.0798650369652
host-c,INFO,27.49711647902294
host-c,INFO,29.02130522069991
host-c,INFO,8.589363253182784
host-a,INFO,34.764300562685044
host-a,INFO,72.00582229903372
host-c,INFO,97.65028545569264
host-b,INFO,25.973661196512378
host-a,ERROR,0.34999597740474325
host-c,INFO,6.476382767951142
host-a,INFO,90.22887484588298
host-a,INFO,0.7444670318754327
host-b,WARN,99.33294814416129
host-c,INFO,45.617520695057365
host-c,WARN,36.24272223608316
host-b,INFO,19.386904770167774
host-b,WARN,37.66048333871026
host-c,INFO,41.26569470108228
host-c,INFO,3.875579824512253
host-b,INFO,19.640052546306737
host-a,ERROR,46.526651506169344
host-a,WARN,3.02075253114143
host-b,INFO,5.521099190379816
host-a,WARN,107.44238685039839
host-b,INFO,42.65616772867007
host-a,WARN,8.774649059005025
host-a,WARN,4.686854190503422
host-c,WARN,74.39154068041101
host-c,INFO,26.42963948732192
host-a,INFO,6.006852046315069
host-a,ERROR,73.73219994754857
host-c,ERROR,29.170223234949404
host-c,ERROR,135.4525427323569
host-c,INFO,94.11622044044371
host-b,INFO,0.24034191082632092
host-a,INFO,21.2506084082723
host-c,INFO,59.230883272289056
host-a,INFO,11.745273056304347
host-b,INFO,0.29477946158215856
host-b,WARN,22.734009100845125
host-c,ERROR,204.01872355977417
host-b,INFO,16.250757076455706
host-a,INFO,12.258692354134832
host-c,WARN,73.67718241519836
host-a,INFO,2.8887715722606377
host-a,INFO,23.430341062987907
host-b,INFO,10.34586085544512
host-b,INFO,40.366555240627456
host-b,WARN,2.0204798853903894
host-b,INFO,27.90359750465275
host-b,INFO,30.970854190179804
host-c,WARN,6.200365474301176
host-a,WARN,91.55576802057963
host-a,INFO,10.28905685810494
host-a,WARN,42.794416406587004
host-a,INFO,13.108453586337632
host-b,INFO,29.577439273260165
host-a,INFO,8.724864194611872
host-c,INFO,41.2240905397651
host-c,WARN,19.135845705265538
host-a,WARN,75.73544724157112
host-a,WARN,10.883232958417024
host-c,INFO,35.852094538189704
host-c,INFO,16.761111487878562
host-b,INFO,92.2781073480421
host-c,WARN,26.907610346902977
host-b,ERROR,124.64029896180404
host-b,WARN,8.054191858485103
host-b,INFO,2.7465292144625457
host-b,INFO,95.23863407363494
host-b,WARN,15.135294601884148
host-a,INFO,109.85005304261396
host-c,INFO,19.649395661985082
host-b,ERROR,1.6666470961651585
host-c,INFO,127.88834330145589
host-c,INFO,34.82541666459323
host-b,INFO,35.256577370692746
host-a,ERROR,31.79696354715385
host-b,INFO,238.03504345845386
host-a,INFO,11.833646686274383
host-c,WARN,36.30738642726817
host-a,INFO,84.37945821944716
host-a,INFO,20.39288706365334
host-a,INFO,33.2303046008176
host-c,INFO,72.34259341195259
host-c,INFO,13.813324610267493
host-a,WARN,40.3329718802234
host-a,INFO,9.400473244055311
host-b,INFO,68.58544128363458
host-a,INFO,10.442370522756168
host-b,INFO,0.8334307015758311
host-a,INFO,114.17906187420117
host-b,INFO,153.06320208986858
host-c,INFO,7.252973248991437
host-a,INFO,64.36788553350411
host-a,INFO,51.14216005332698
host-a,INFO,3.481703842484286
host-a,WARN,31.691183129757434
host-b,INFO,0.5249635599264894
host-a,INFO,32.61043115492073
host-c,INFO,10.953875668387997
host-c,INFO,12.73931514577867
host-a,ERROR,19.16063090161173
host-c,ERROR,52.26677726967907
host-a,INFO,18.85498183311969
host-a,INFO,31.127298954777206
host-c,INFO,3.798110738127243
host-a,INFO,122.42086236596339
host-c,WARN,18.897997884738444
host-b,WARN,44.08031535103134
host-a,WARN,42.39987516868071
host-b,ERROR,44.385911541465525
host-c,INFO,17.196522447913832
host-b,WARN,39.072658026599285
host-b,INFO,27.09346838652591
host-c,INFO,1.9963633453623058
host-b,INFO,26.69537812154365
host-b,INFO,43.532048646260556
host-c,INFO,89.63837725635695
host-b,INFO,16.099410454084246
host-c,INFO,8.46419704469027
host-b,WARN,187.45468818240866
host-c,ERROR,8.006131006159874
host-c,ERROR,58.52910441528883
host-b,INFO,10.747348984866314
host-b,WARN,58.97567271594396
host-b,WARN,46.908264550009115
host-a,ERROR,59.38791060663504
host-a,INFO,181.1615806276547
host-a,INFO,3.967928010888118
host-c,INFO,15.106889719773694
host-b,INFO,1.261492164355289
host-c,INFO,16.907749169963015
host-a,INFO,6.2542053909999185
host-b,ERROR,6.7748369150995105
host-c,INFO,11.977290613201715
host-b,INFO,51.20071731637476
host-c,INFO,69.02647219006973
host-b,INFO,49.98628365870123
host-a,WARN,53.348822605173815
host-a,INFO,111.56046538358699
host-b,INFO,2.1586445627703643
host-c,ERROR,57.72386500879062
host-a,INFO,38.119538361201876
host-a,WARN,65.00535040120819
host-a,INFO,98.50641211086413
host-b,INFO,20.81547154469983
host-b,INFO,17.483457741031557
host-c,WARN,17.10742821012308
host-c,WARN,8.080210001382635
host-c,INFO,13.10657359018402
host-b,INFO,30.607813346002043
host-b,INFO,10.581377741741656
host-c,INFO,18.350179205473495
host-c,WARN,2.513799645599884
host-b,ERROR,36.40429909316493
host-c,WARN,69.8194104633997
host-a,INFO,10.881926475628358
host-b,INFO,50.628499056016764
host-c,WARN,34.493653930743854
host-b,INFO,110.8240565965804
host-a,INFO,57.7524299165818
host-b,INFO,100.37726400382655
host-b,INFO,203.07932524842198
host-b,WARN,275.71064767469903
host-b,ERROR,15.44905915874513
host-a,ERROR,41.55302325760525
host-b,INFO,65.75548597516607
host-b,INFO,71.26469893277707
host-c,INFO,89.57365488208586
host-b,ERROR,53.43052039345201
host-c,INFO,11.334195931027763
host-a,INFO,40.16913544783837
host-a,WARN,54.827737881287554
host-a,WARN,71.8650332268983
host-a,ERROR,17.078661013729736
host-c,INFO,18.99060048325165
host-b,INFO,10.807762658556216
host-a,INFO,28.70121822013698
host-b,INFO,44.49483596966831
host-c,INFO,55.97526457695346
host-c,INFO,60.34136183085612
host-c,ERROR,0.25142480444285925
host-a,INFO,78.93384049932143
host-b,INFO,18.750961812318806
host-b,WARN,84.35424604917812
host-b,ERROR,8.545869016139878
host-c,INFO,75.12568513726727
host-a,INFO,34.73661973952473
host-c,INFO,3.246806133638811
host-c,INFO,90.74396397369001
host-b,INFO,140.42960883475817
host-c,INFO,41.299631460319304
host-b,INFO,10.583643382147805
host-a,WARN,150.13652030199546
host-b,INFO,23.4569891566987
host-a,WARN,7.629819455784725
host-b,INFO,19.69728408632254
host-c,ERROR,8.80898984515285
host-c,INFO,76.8476417367721
host-a,ERROR,14.627700257394446
host-a,INFO,74.20449280304642
host-a,INFO,11.107569206860449
host-b,INFO,103.73839785736978
host-b,INFO,1.394839073800424
host-a,WARN,20.99431869176059
host-c,INFO,31.25153405558636
host-b,INFO,1.0578710519371362
host-b,INFO,157.98999869209953
host-b,INFO,76.88839552697382
host-a,ERROR,4.930054644779796
host-a,INFO,4.553517057264112
host-a,INFO,75.06900652017191
host-a,WARN,95.28589154864332
host-a,INFO,44.39556040519307
host-c,WARN,32.87928868400704
host-c,ERROR,8.160319326449494
host-a,INFO,91.73404071665242
host-b,WARN,8.188291067644856
host-a,INFO,23.91431568279147
host-c,INFO,18.584469763245405
host-c,INFO,6.763022879120381
host-b,WARN,14.63547840319227
host-c,INFO,15.356220682677074
host-a,WARN,93.4692603282334
host-b,WARN,42.69222076313917
host-a,INFO,35.12829519597682
host-a,INFO,218.7671287314482
host-b,INFO,28.820136715938073
host-a,INFO,103.16159305037766
host-c,INFO,37.85870010501044
host-a,WARN,7.946226392759037
host-b,INFO,32.42115246621047
host-b,WARN,62.68851933675242
host-b,WARN,60.66872885737278
host-a,INFO,180.00684950782207
host-b,INFO,1.9789203053470916
host-b,INFO,26.86697846217608
host-a,INFO,227.70637637547617
host-c,WARN,28.483688485274524
host-a,WARN,8.284311396600817
host-b,INFO,25.95683573821202
host-b,INFO,17.799795605026684
host-a,INFO,72.28685155674481
host-c,INFO,44.59567816938963
host-b,INFO,47.66483590209612
host-b,WARN,108.01409182711177
host-b,INFO,0.7446071627946556
host-a,INFO,273.67656587350757
host-b,ERROR,15.62282199085134
host-c,INFO,33.14818565789143
host-b,INFO,96.59460810743322
host-b,WARN,44.45196190959572
host-c,INFO,76.07639120206585
host-b,INFO,66.16943094125457
host-a,INFO,30.40760641493958
host-a,INFO,173.4940501132603
host-a,ERROR,69.28398555883405
host-c,WARN,150.7320338931452
host-b,ERROR,10.783163462947638
host-a,ERROR,23.406859988108618
host-c,INFO,34.612779790971814
host-b,INFO,143.43322743068242
host-c,INFO,119.3148084955032
host-a,INFO,10.119968016583494
host-a,INFO,88.85689089990532
host-a,INFO,43.336885387414185
host-c,INFO,52.97196104472417
host-c,WARN,4.729489508424259
host-a,ERROR,2.708289895036882
host-c,INFO,121.09906960265107
host-a,INFO,3.0831377392588903
host-a,WARN,19.641410401513713
host-b,INFO,217.08256519131163
host-c,INFO,18.81105848530219
host-a,INFO,120.20336978759791
host-a,INFO,91.76128991864424
host-c,INFO,28.04703797048424
host-b,INFO,16.965832286107283
host-b,INFO,13.723006064212443
host-a,INFO,38.734134168856635
host-c,INFO,72.32079158029914
host-b,WARN,47.792023859289266
host-c,WARN,132.0525060619814
host-c,INFO,9.217547287043605
host-a,INFO,23.634610712253654
host-b,INFO,33.12499218739951
host-a,WARN,6.3695385220534835
host-b,WARN,23.13085987382581
host-b,ERROR,76.36186877581258
host-b,INFO,17.12493629004516
host-b,INFO,36.18163324473348
host-b,INFO,79.45960856123209
host-c,ERROR,65.2830052483516
host-a,WARN,10.555066976266673
host-c,INFO,30.836582141672892
host-b,INFO,97.94672727831599
host-a,WARN,101.6103572651961
host-b,INFO,32.64300526038239
host-a,INFO,15.929194123639572
host-c,INFO,62.655914256223376
host-a,WARN,3.5267830772001734
host-a,INFO,58.172459723885986
host-a,WARN,151.8210643481237
host-a,INFO,0.4534129648117854
host-a,INFO,4.785783219298738
host-b,INFO,126.55073514710374
host-a,WARN,310.46344980440847
host-a,INFO,20.110678276033898
host-c,ERROR,34.346497061873734
host-a,ERROR,10.587878655839317
host-c,WARN,41.52496071477851
host-b,INFO,109.53942516644746
host-a,WARN,50.91860108663441
host-c,INFO,74.32067054334735
host-c,INFO,24.868248680298873
host-b,INFO,182.71880900974412
host-a,INFO,4.527823779739696
host-a,ERROR,81.62849451282118
host-c,INFO,49.919144222284174
host-a,INFO,31.47353852502956
host-c,INFO,247.27940715774025
host-a,INFO,57.41323582674769
host-c,WARN,66.26945908243334
host-a,INFO,18.641110908643835
host-b,WARN,20.715358605635554
host-a,INFO,10.8635069531538
host-a,INFO,56.43146922607711
host-b,INFO,14.160897782748824
host-a,WARN,97.10682458327396
host-b,INFO,15.27070355180355
host-a,INFO,72.98278360965284
host-c,INFO,7.47133774953737
host-c,ERROR,157.82915339433828
host-a,INFO,21.24122654517663
host-a,ERROR,6.80345082221763
host-a,INFO,3.1444381125313807
host-c,INFO,33.0966180040697
host-a,INFO,14.370297362079446
host-c,INFO,144.1395319009906
host-b,INFO,15.086003204517823
host-c,INFO,14.623136430335029
host-c,WARN,66.99440069308952
host-b,INFO,4.5787878390446926
host-c,WARN,3.8244327736977635
host-a,INFO,88.71104559208256
host-a,WARN,44.09504041568475
host-c,INFO,11.24905577715179
host-a,INFO,4.958344487374503
host-c,INFO,43.873706415966026
host-a,WARN,6.716150332160284
host-a,INFO,35.537149440806466
host-c,INFO,86.78558893260588
host-a,INFO,108.07514498531478
host-c,INFO,15.712888528174956
host-a,INFO,0.04737834113780232
host-a,INFO,18.51254640974453
host-b,INFO,2.794681850755172
host-b,INFO,0.8122032653622766
host-c,INFO,62.603359879889574
host-b,WARN,45.989274501104404
host-c,INFO,72.82738100280794
host-b,INFO,18.688909609340996
host-a,INFO,19.971123705481343
host-c,INFO,11.801992209035381
host-c,INFO,20.005908929334918
host-a,ERROR,120.53771552488914
host-c,INFO,62.61273038552812
host-c,INFO,23.904185741392077
host-b,INFO,32.088575380731264
host-c,INFO,32.05191350685329
host-a,INFO,40.3690847328954
host-b,INFO,38.05069959212325
host-b,INFO,16.951264867637374
host-a,INFO,57.550718208664996
host-a,INFO,156.40258660045026
host-b,INFO,11.438560674576994
host-c,INFO,7.916690257479455
host-b,ERROR,16.03196190474448
host-a,INFO,99.63571681166405
host-b,INFO,42.05266064096826
host-a,INFO,73.32376710484053
host-b,WARN,82.34804711027914
host-c,INFO,20.40840176688867
host-b,INFO,23.25375388476772
host-b,INFO,24.86344602468294
host-a,INFO,47.54211377525277
host-a,INFO,65.55967614324997
host-a,INFO,35.62191914309295
host-b,INFO,29.66976548544304
host-c,INFO,27.971940856985533
host-a,INFO,40.1353017396315
host-a,INFO,131.1636891442745
host-b,INFO,71.28168117009038
host-a,ERROR,4.746216415794107
host-c,INFO,78.86019333343167
host-c,WARN,26.171405859754742
host-a,INFO,21.216843905471723
host-a,INFO,60.83725481116107
host-b,INFO,69.7632320970838
host-c,INFO,2.260390498352006
host-c,INFO,53.174747908322594
host-a,INFO,70.96535314510108
host-b,WARN,291.7184949993208
host-c,WARN,16.067787275774243
host-c,INFO,12.504150878632386
host-b,ERROR,209.77050934921877
host-b,INFO,54.721996380542556
host-c,INFO,17.315115804445792
host-c,INFO,242.5710986772844
host-b,INFO,89.72143555957727
host-c,INFO,53.17387345181002
host-a,INFO,54.86717215376324
host-a,WARN,17.935925190800532
host-b,INFO,36.60207700023436
host-b,INFO,36.78262145691963
host-b,INFO,39.23311796751404
host-a,INFO,57.26400368600167
host-c,WARN,85.34971889955007
host-a,INFO,52.70894834492449
host-c,INFO,119.62081073456525
host-a,INFO,74.87138254227757
host-c,INFO,17.2815656838447
host-a,WARN,8.524561586645161
host-b,ERROR,40.53101681480769
host-a,INFO,55.51330401733018
host-c,INFO,4.828063877563853
host-a,INFO,16.452756607341517
host-a,INFO,62.847274140421995
host-a,INFO,65.08657148615774
host-b,INFO,23.893050725545873
host-a,ERROR,14.346464264733285
host-b,INFO,79.4927192379675
host-b,INFO,33.77015749141202
host-a,INFO,23.73638741215075
host-a,INFO,13.831240782387255
host-a,WARN,24.10202092201231
host-c,INFO,18.764473934420582
host-a,WARN,286.3374589992404
host-b,INFO,22.34875975513286
host-a,WARN,8.426290134063759
host-c,INFO,51.560090941077505
host-a,INFO,12.439023271281892
host-c,WARN,109.00652347502317
host-c,WARN,33.72240683715289
host-a,INFO,152.29204484278483
host-b,INFO,31.595239983818452
host-c,INFO,24.72150199635794
host-a,WARN,28.055525376103223
host-a,WARN,113.80076818720288
host-b,WARN,31.04852979045749
host-c,WARN,2.3363965200785177
host-c,INFO,63.24005630960551
host-a,WARN,2.7292356216360556
host-a,INFO,86.69207665978975
host-b,ERROR,67.13756129308838
host-b,WARN,164.42577773978442
host-c,INFO,90.80522721021825
host-c,INFO,27.99446998950319
host-a,INFO,14.74676874899373
host-c,WARN,6.811571921576787
host-b,WARN,32.260853497253045
host-b,INFO,7.786730845772574
host-a,INFO,65.29273696188837
host-b,WARN,121.52589870727644
host-b,INFO,54.02180527331944
host-b,INFO,17.960844595428586
host-b,INFO,53.05810846253457
host-a,INFO,109.6278240148598
host-a,INFO,40.124267367638055
host-c,INFO,133.37780127631447
host-b,INFO,69.48367851380736
host-c,ERROR,3.6178505430481622
host-a,INFO,8.680275240045944
host-a,WARN,57.71632025105041
host-a,ERROR,7.7793238349715566
host-a,INFO,164.74214555295265
host-a,INFO,41.691428651405644
host-a,INFO,6.672084450928748
host-a,INFO,14.291976311950599
host-b,INFO,96.85693538966655
host-c,WARN,9.280492036751568
host-a,INFO,73.28609315380078
host-b,WARN,50.10164812875061
host-b,INFO,9.06063629633881
host-c,INFO,71.42730181241056
host-a,INFO,30.551972568760554
host-c,INFO,121.68240372937791
host-a,INFO,42.727057665970094
host-b,INFO,18.081277938949196
host-b,ERROR,26.92909046134427
host-b,INFO,46.54222889077795
host-b,WARN,66.79192479493238
host-c,INFO,0.35479726384995147
host-a,WARN,94.96020109940204
host-a,WARN,24.491550783351457
host-c,INFO,86.6367862547651
host-a,WARN,13.353589777005444
host-b,INFO,8.085574658671995
host-a,INFO,82.46036298520619
host-b,WARN,52.640722428142574
host-c,INFO,28.987255073016815
host-a,INFO,2.6202589668957486
host-c,INFO,11.300851915388671
host-a,WARN,127.29590258979044
host-b,INFO,8.270086475560333
host-c,INFO,41.14231481919436
host-a,INFO,59.60362728527701
host-b,INFO,11.862438191027588
host-c,INFO,33.38121862273699
host-c,INFO,35.8796352401835
host-a,WARN,13.269252201675947
host-a,INFO,16.526402480964503
host-a,INFO,112.54028549162705
host-b,INFO,25.575154907111436
host-a,INFO,7.714848993441197
host-c,WARN,40.33869575836312
host-c,INFO,49.94621906005369
host-a,INFO,29.52377697133456
host-a,INFO,30.241175200712668
host-c,INFO,33.576688666858956
host-b,INFO,14.25277288393084
host-a,INFO,184.87942454350957
host-a,WARN,6.624454489576149
host-c,INFO,12.969402653150674
host-a,INFO,43.98425576382648
host-b,WARN,12.105920951603105
host-c,INFO,38.709783486480944
host-a,INFO,15.24360485580556
host-c,WARN,0.3701430000541659
host-a,WARN,133.70110709295017
host-a,INFO,45.49760842824624
host-a,INFO,17.966133847814195
host-b,INFO,25.2303412991642
host-b,INFO,64.32834089097499
host-c,ERROR,49.67906256438435
host-a,INFO,10.197578761580935
host-a,INFO,1.4533906295035164
host-b,INFO,31.68200392263839
host-a,INFO,25.83190707927061
host-b,WARN,13.771241796410902
host-a,INFO,48.586030956630914
host-c,INFO,52.94609752160406
host-a,INFO,53.45001824653988
host-a,INFO,1.5664824350039623
host-b,INFO,22.585351933760425
host-a,INFO,91.50863974747298
host-a,INFO,9.36989462387514
host-b,INFO,21.577695630418447
host-c,WARN,6.675050684627128
host-c,INFO,14.496224712544633
host-b,INFO,24.34106695603724
host-b,INFO,34.7002327659731
host-b,INFO,37.57865622410511
host-b,INFO,34.64404013213513
host-b,INFO,138.8174180029887
host-c,INFO,13.437249004378996
host-c,INFO,40.49694594345227
host-b,INFO,28.593851439874562
host-a,WARN,89.48646785317312
host-b,WARN,3.277345443218966
host-a,INFO,18.519501838419224
host-b,INFO,167.62030311531885
host-b,WARN,40.55164593612764
host-c,INFO,5.68637562540962
host-a,ERROR,81.94272276238938
host-a,ERROR,59.294083077929116
host-c,INFO,31.742329281723002
host-c,ERROR,69.90277955484524
host-c,INFO,23.0938240597769
host-c,INFO,75.63969915648222
host-a,INFO,22.82323118429695
host-a,WARN,9.769335578496968
host-b,INFO,48.611837103232084
host-b,INFO,67.64194162902723
host-c,INFO,149.01265005030362
host-c,INFO,82.98169032977732
host-c,INFO,122.7741972906983
host-b,WARN,76.26038348404714
host-b,INFO,293.2031625055809
host-b,INFO,20.935495547237597
host-b,INFO,5.91097966448805
host-b,INFO,115.9548135751203
host-b,ERROR,108.14275354730158
host-b,INFO,176.64357265196904
host-c,WARN,21.934043486478632
host-c,WARN,168.53245438949054
host-c,INFO,49.84832799010257
host-c,INFO,59.64749804333432
host-b,INFO,6.209044522328826
host-a,INFO,13.97559927299413
host-b,INFO,69.46050084473785
host-a,INFO,130.3274245020128
host-c,WARN,31.992455023448812
host-b,INFO,86.99831186767997
host-c,INFO,72.09623123002885
host-b,INFO,79.48773404101803
host-c,ERROR,52.02790680833175
host-a,INFO,185.86253397847585
host-a,INFO,82.73499668902606
host-a,WARN,22.278403838457454
host-b,INFO,30.756320006695027
host-a,INFO,57.62679621684816
host-b,INFO,14.88016501336814
host-a,INFO,27.711116806871377
host-a,INFO,68.54787635509025
host-b,INFO,159.33823281414647
host-b,INFO,16.80504031217008
host-a,WARN,6.260018056683955
host-b,INFO,70.39534303068783
host-a,INFO,15.04940772185348
host-b,INFO,94.76848355729717
host-c,ERROR,14.421891773138476
host-c,WARN,6.753011936704718
host-c,WARN,17.674460555097365
host-c,INFO,109.11927367331602
host-c,INFO,52.16741942118202
